,id,overall_rating,recommended_to_a_friend,food,service,ambiance,noise_level,dining_style,cuisines,price_range,hours_of_operation
195,38689,4.4,83,4.2,4.3,4.1,Moderate,Casual Elegant,American Steakhouse Contemporary American,$31 to $50,Monday - Friday: 11:30am - 10:00pm;  Saturday: 5:00pm - 10:00pm; Sunday: 5:00PM-9:00PM
196,301,4.7,93,4.6,4.6,4.7,Moderate,Fine Dining,American,$50 and over,Lunch: 12:00-2:30pm Monday-Friday  Dinner: 5:30-10:00pm Monday-Friday 5:30pm-11:00pm SaturdayUpstairs at '21': Dinner: 5:30-10:00pm Friday and Saturday DRESS CODE: No jeans or sneakers. Jackets are necessary for gentlemen. Kindly note that shorts and flip-flops are not permitted.
197,45733,4,87,4.1,3.9,4.1,Moderate,Casual Dining,Mexican American,$30 and under,SUN-WED 11AM TO 1 am -  12am FOR APPETIZERSTHURSDAYS 11AM TO 2AM - 1AM FOR APETIZERSFRIDAYS - SATURDAYS 11AM TO 4AM - 2 AM FOR APPETIZERS
198,4524,4.6,86,4.6,4.5,4.4,Moderate,Casual Elegant,Japanese Sushi,$50 and over,
199,4254,3.6,78,3.6,3.6,3.6,Moderate,Casual Dining,American,$31 to $50,Murals on 54 Restaurant  (Breakfast)Monday to Friday: 6:30 am - 10:45amSaturday & Sunday: 7:00 am - 11:30 amRandolph's Bar & Lounge(Hours)Sunday to Monday: 12:00 pm - 1:00 am with last call seating at 12:30 am(Lunch)Sunday to Monday: 12:00 pm - 5:00 pm.(Dinner) Sunday to Monday: 5:00 pm - 11:00 pm.** Please note that Randolph's Bar & Lounge is on a first-come first-serve basis and does not accept lunch and dinner reservations.
200,3579,4.2,81,4.1,3.8,3.9,Moderate,Casual Elegant,Italian,$31 to $50,Breakfast :Daily: 7am - 11.30amLunch/Dinner: Daily: 11:30am - 11:00PMBrunch: Saturday & Sunday 11.30- 3.30
201,136114,4,93,4.1,4.2,3,Moderate,Casual Dining,Mexican,$30 and under,"
Saturday & Sunday: 11:30am - 3:30pm

Daily: 11:30am - 3:30pm

Sunday - Wednesday: 3:30pm - 10:30pm
Thursday - Saturday: 3:30pm - 11:30pm"
202,174,4.5,90,4.4,4.4,4.3,Quiet,Casual Dining,Greek Seafood Wine Bar,$31 to $50,Lunch: Monday - Friday: 12:00pm - 3:00pm; Brunch: Saturday and Sunday: 12:00pm - 3:00pm; Dinner: Monday-Friday 5:30 pm -11:00pm and Saturday-Sunday 5:00pm - 11:00pm.
203,139909,4,78,4.1,4,4.1,Moderate,Casual Elegant,Contemporary American Contemporary French / American Contemporary European,$31 to $50,Reservations: Monday - Wednesday 6:00pm - 11:00pmThursday - Saturday 6:00pm - 1:00amBar Hours:Monday- 5:30pm - 11:00pmTuesday- Saturday 5:30pm - 3:00amHappy Hour: Monday - Friday 5:30pm - 7:30pmLounge: Tuesday - Saturday 10:30pm - 4:00am
204,110224,4.6,85,4.5,4.4,4.3,Moderate,Fine Dining,Steakhouse Italian Steak,$31 to $50,
205,68347,3.5,62,3.7,3.6,4.1,Moderate,Casual Dining,Mexican,$30 and under,Lunch: Monday - Sunday: 11:30am - 4:00pm; Dinner: Sunday - Thursday: 4:00pm - 12am Friday - Saturday: 4:00pm - 1:00am
206,3665,4.2,89,4.3,4.3,4.2,Moderate,Casual Dining,Italian,$31 to $50,"Lunch Daily: 12:00pm - 4:00pm; 
Dinner: Monday - Thursday: 4:00pm - 11:00pm;Sunday: 4:00pm - 11:00pm; Friday - Saturday: 4:00pm - 12:00pm"
207,109933,3.9,100,3.5,3.8,3.5,Moderate,Casual Dining,American Southwest,$30 and under,Monday - Sunday: 8:00am - 12:00am
208,21748,4.4,96,4.3,4.4,4.2,Moderate,Casual Dining,Italian,$31 to $50,Lunch: Daily: 11:30am - 4:00pm; Dinner: Daily: 4:00pm - 11:00pm
209,87049,4.1,76,4,3.7,3.7,Moderate,Casual Dining,Japanese Sushi Steakhouse,$30 and under,Lunch: Monday - Friday: 11:30 am - 4:00 pm Saturday - Sunday: 12:00 pm - 3:00 pmDinner: Monday - Thursday: 4:00 pm - 11:00 pm Friday: 4:00 pm - 12:00 am  Saturday: 3:00 pm - 12:00 am Sunday: 3:00 pm - 11:00 pm
210,72295,4.3,89,4.3,4.2,4.1,Quiet,Casual Elegant,Italian,$30 and under,Tuesday - Saturday: 12:00pm - 12:00amSunday: 12:00pm - 11:00pmMonday: 12:00pm - 11:30pm
211,102586,3.5,71,3.5,3.7,3.4,Moderate,Casual Dining,American,$30 and under,"
Sunday - Wednesday: 5:30pm - 9:30pm
Thursday: 5:30pm - 10:30pm
Friday & Saturday: 5:30pm - 11:30pm"
212,75,4.6,88,4.6,4.6,4.6,Moderate,Casual Elegant,American,$31 to $50,Breakfast: Mon-Fri 6:30AM-11AM Sat-Sun 7AM-11:30AMLunch: Mon-Sat 12PM-3PMHappy Hour: Mon-Sun 3PM-5PMDinner: Mon-Sun 5PM-10:30PMLate Night: Tues-Sat 10:30PM-1AMBar: Tues-Sat 11AM-1AM Sun 12PM-12AM Mon 11AM-12AM
213,78136,4.2,100,4.1,4.4,3.4,Quiet,Casual Dining,Sushi Japanese,$30 and under,Monday - Friday: 4:00pm - 10:30pm; Saturday: 11:30am - 11:30pm Sunday: 12:00pm - 10:30pm
214,178,4.5,87,4.4,4.6,4.4,Moderate,Casual Elegant,Seafood Steak American,$31 to $50,Power Breakfast: Monday-Friday 7:30-10 amLunch: Monday - Friday 11:30-3 pm. Dinner: Monday-Saturday 5-10 pm. Sunday Closed except for some holidays.Raw Bar & Cafe Menu available continuously through the day.Pre-theater dining please allow a minimum of 90 minutes. 
215,67849,4.5,86,4.4,4.3,4.2,Moderate,Casual Dining,American Steak Seafood,$31 to $50,LunchMon - Sun: 11:00am - 3:00pmDinnerSun: 4:00pm - 10:00pmMon - Sat: 3:00pm - 11:00pmCocktailsFri & Sat: 11:00am - 12:00amSun: 11:00am - 11:00pm
216,6057,4.4,96,4.3,4.2,4.2,Moderate,Casual Elegant,American European,$31 to $50,Monday - Saturday 11:30 a.m. to 11:00p.m bar until 11:30 p.m.Sunday 12:00 p.m. to 7:00 p.m
217,33070,4.1,100,3.9,4.1,4.1,Moderate,Casual Elegant,Tapas / Small Plates,$30 and under,Monday: 4pm-12am Tuesday: 4pm-2am Wednesday: 4pm-2am Thursday: 4pm-2am Friday: 4pm-3:30am Saturday: 6pm-3:30am
218,102508,4.5,94,4.5,4.4,4.4,Moderate,Casual Elegant,Italian,$31 to $50,Lunch:Monday - Friday: 12:00pm - 2:30pmBrunch:Sunday: 11:30am - 2:30pmDinner: Monday - Thursday: 5:30pm - 10:00pmFriday - 5:30pm - 10:30pmSaturday - 4:00pm - 10:30pmSunday: 5:30pm -9:30pmMidday:2:30-5:30pm
219,42265,4.6,93,4.6,4.6,4.4,Moderate,Fine Dining,Steakhouse Steak Seafood,$50 and over,Lunch:  Mon- Fri: 11:30am - 4:00pmDinner:  Mon - Sat: 5:00pm - 12:00am Sun:  5:00pm - 10:00pm
220,28510,4.7,93,4.6,4.8,4.7,Quiet,Fine Dining,Italian,$50 and over,Dinner: Daily: 5:30pm - 10:45pm
221,5335,4.5,89,4.5,4.5,4.6,Moderate,Casual Elegant,Seafood Contemporary American Sushi,$31 to $50,Dining Room Lunch:Monday -Friday 11:30am - 3:00pmDining Room Dinner: Monday -Saturday 5:00pm - 10:00pmBar & Lounge:Our bar and lounge serve continuously throughout the day with a small food menu also available until close each day.
222,6145,4.6,94,4.7,5,4.7,Quiet,Fine Dining,Contemporary French French Seafood,$50 and over,Lunch: Monday - Saturday: 12:00pm - 3:00pmDinner: Monday - Saturday :5:00pm - 10:00pm Monday-Saturday: limited menu from 3:00pm-5:00pmSunday:12-4 pm Limited Menu 
223,22720,4.3,89,4,4.2,4.2,Quiet,Casual Elegant,French Steak Wine Bar,$31 to $50,Lunch: Monday - Friday: 11:30am - 4:00pm; Dinner: Daily: 5:00pm - 12:00am; Brunch: Saturday - Sunday: 11:00am - 4:00pm 
224,4567,4.5,90,4.5,4.7,4.4,Moderate,Casual Dining,American Steak Italian,$31 to $50,Lunch: Monday - Friday: 12:00pm - 4:00pmDinner: Monday - Saturday: 4:00pm - 11:00pm
225,5334,4.2,87,4.1,4.2,4.4,Moderate,Casual Dining,Contemporary American Steakhouse Burgers,$31 to $50,BREAKFASTMonday – Friday 7:30am – 10:30amLUNCHMonday - Friday 11:00am – 4:00pmDINNERMonday  – Thursday 4:00pm – 10:00pmFriday & Saturday 4:00pm – 11pmSundays 4:00pm - 9:00pmBRUNCHSaturday & Sunday 9:30am - 4:00pmHoliday Hours November 10th thru January 6thBREAKFASTMonday – Friday 7:30am – 10:30amLUNCHMonday - Friday 11:00am – 4:00pmDINNERSunday  – Thursday 4:00pm – 11:00pmFriday & Saturday 4:00pm – MidnightBRUNCHSaturday & Sunday 9:30am - 4:00pmRock Center Cafe is open 365 days a year. We hope to see you again soon.
226,29476,4.4,87,4.2,4.3,4.4,Moderate,Casual Elegant,Spanish Latin / Spanish Tapas / Small Plates,$31 to $50,TAPAS LOUNGEMonday - Friday 11:30 a.m. - 10:30 p.m.MAIN DINING ROOMLUNCH - Monday - Friday 11:30 a.m. - 3:00 p.m.DINNER - Monday - Friday 5:00 p.m. - 10:30 p.m. 
227,79384,4.3,88,4.2,4.1,4.1,Moderate,Casual Dining,American Steakhouse Burgers,$31 to $50,EXTENDED HOLIDAY HOURS BEGINNING ON 11/13!Mon – Wed 11 AM - 10 PMThurs – 11 AM – 11 PMFri - Sat 11 AM - 11 PMSun noon - 10 PM
228,4162,4.4,92,4.3,4.2,4.4,Moderate,Casual Elegant,French Seafood Prime Rib,$31 to $50,Sunday Brunch: 11:00am - 3:30pm Lunch: Monday - Friday: 11:30am - 3:00pm Saturday: 11:30am - 3:30pm Dinner: Monday - Saturday: 5:30pm - 11:00pm Sunday: 5:30pm - 10:30pm.
229,92383,4.2,79,4.2,4,4,Moderate,Fine Dining,Italian,$50 and over,LUNCH MON - SAT 11:30PM - 3:30PMDINNER MON - THU 5:00PM - 11:00PM FRI-SAT- 5:00PM-12:00SUN 4:00PM- 10:00PM
230,83155,4.2,70,4.2,4.1,4.2,Moderate,Fine Dining,Italian,$50 and over,Lunch: Daily: 11:30am - 5:00pm Dinner: Daily: 5:00pm - 12:00am
231,114091,4.4,90,4.2,4.2,4.3,Moderate,Casual Dining,Contemporary American Bar / Lounge / Bottle Service Afternoon Tea,$30 and under,Cafe SFA and The Terrace:Monday-Saturday 12 to 7:30pmSunday 12 to 6pm
232,16819,4.4,95,4.3,4,4,Moderate,Casual Dining,Mexican / Southwestern,$30 and under,Monday to Wednesday: 5:00pm - 10:00pmThursday: 5:00pm - 10:30pmFriday: 5:00pm - 11:30pmSaturday: 12:00pm - 11:30pmSunday 12:00pm - 9:30pm
233,91891,4.4,100,4.7,4.3,3.8,Quiet,Casual Dining,Afghan,$30 and under,"
Monday - Sunday: 1:00 PM - 5:00 PM

Monday - Saturday: 5:00 PM - 10:30 PM Sunday: 5:00 PM - 10:00 PM"
234,3574,4.5,88,4.4,4.5,4.5,Moderate,Casual Elegant,Italian,$31 to $50,Monday thru Thursday:  Noon-10:00pmFriday:   Noon-10:30pmSaturday:  4:00-10:30pmSunday:   4:00-9:30pm
235,38926,4.6,95,4.5,4.7,4.5,Quiet,Fine Dining,Italian,$31 to $50,Lunch: Daily: 12:00pm - 3:00pm PRIX FIXE LUNCH:Two Courses $30 and Three Courses $38 ; Dinner: Daily: 5:00pm - 11:00pm 
236,38362,4.3,90,4.1,4.3,4,Moderate,Fine Dining,Italian,$31 to $50,Lunch and Dinner: Monday - Saturday: 12:00pm - 12:00am Sunday: 12:00pm - 11:00pm
237,71884,4.2,82,3.9,4.2,4.1,Quiet,Fine Dining,Italian,$30 and under,"
Monday - Saturday: 12:00pm - 3:00pm

Monday - Saturday: 5:00pm - 11:00pm
"
238,66493,4.3,96,4.1,4.3,3.7,Moderate,Casual Dining,American Contemporary American Burgers,$30 and under,Lunch: Monday - Friday: 11:00am - 4:00pm; Dinner: Daily: 5:00pm - 11:00pm; Brunch: Saturday - Sunday: 9:00am - 4:00pm
239,42829,4.6,94,4.6,4.5,4.2,Moderate,Casual Elegant,Persian Mediterranean,$30 and under,"Monday - Thursday:12:00 Noon -11:00pmFriday- Saturday: 12:00 Noon -11:30 PMSunday:12:00 Noon- 11:00 PM
"
240,33595,4.5,88,4.4,4.2,4.3,Moderate,Casual Elegant,Contemporary American Global International Tapas / Small Plates,$30 and under,Dinner service begins at 5pm daily with the kitchen open until 1am Friday and Saturday 12am Tuesday through Thursday and 11pm Sunday and Monday.Lunch on Fridays 12pm-3:30pm.Brunch on Saturdays and Sundays 11:30am-4pm.
241,35173,4.2,87,4.3,4,3.9,Moderate,Casual Dining,Turkish Mediterranean,$30 and under,Lunch: Daily: 11:00am - 4:00pm; Dinner: Sunday - Thursday: 4:00pm - 11:00pm Friday - Saturday: 4:00pm - 12:00am
242,93436,4.5,89,4.4,4.4,4.4,Moderate,Fine Dining,Steakhouse Sushi Steak,$50 and over,Dinner: Sunday - Monday: 4:00pm - 10:00pmTuesday - Saturday: 4:00pm - 11:00pm
243,25168,4.2,83,4.1,4.3,4.1,Quiet,Casual Dining,Italian,$31 to $50,Lunch: Daily: 12:00pm - 3:00pm; Dinner: Daily: 5:00pm - 11:30pm
244,84532,4.4,95,4.3,4.2,4.2,Moderate,Casual Elegant,Italian,$30 and under,Lunch: Monday - Friday: 12:00pm - 3:30pm  Dinner: Daily: 4:00pm - 1!:00pm  Brunch: Saturday - Sunday: 11:30am - 3:30pm
245,104242,4,100,4.2,4.3,3.8,Moderate,Casual Dining,Barbecue Comfort Food Burgers,$30 and under,Sunday though Thursday 11:30 to MidnightFriday and Saturday 11:30 to 1:00 AMWe serve straight through lunch and dinner. 
246,29134,4.2,79,4,4,4,Moderate,Casual Elegant,Italian Contemporary Italian Home cooking,$30 and under,LUNCH:MON - FRI11:30AM - 4:30PMDINNER:MON - THUR5:00PM - 10:00PMFRI - SAT5:00PM - 11:00PMSUN5:00PM - 9:00PMBRUNCH:SAT & SUN10:00AM - 4:00PM
247,144265,4.4,92,4.4,4.6,4.2,Quiet,Casual Elegant,French French American Fusion / Eclectic,$30 and under,Brunch: Saturday - Sunday: 12:00am - 3:00pmLunch: Monday - Sunday: 12:00pm - 3:00pm  Dinner: Monday - Saturday: 5:00pm - 10:00pm 3pm Sunday: 5:00pm - 10:00pm dinner reservations are a must for your open table menu
248,1049,4.3,90,4.2,4.3,4.1,Quiet,Casual Elegant,Indian,$31 to $50,Lunch: Monday –Thursday: 11:30am - 2:45pm Friday – Saturday: 11:30am - 2:45pm; Dinner: Monday – Thursday: 5:30pm - 10:45pm Friday - Saturday: 5:30pm - 11:15pm Sunday: 5:30pm – 10:45pm
249,106720,4.6,93,4.6,4.6,4.4,Moderate,Casual Elegant,Italian,$31 to $50,Lunch: Monday - Friday: 11:30am - 5:30pm; Dinner: Monday - Friday: 5:30pm - 11:00pm Saturday: 5:00pm - 11:00pm
250,6585,4.5,88,4.5,4.6,4.2,Quiet,Fine Dining,Italian,$31 to $50,Lunch: Monday - Saturday 11:30am-3:00pm; Dinner: Monday - Saturday 3:00pm-10:30pm
251,18622,4.2,81,4.2,4.2,4,Moderate,Casual Elegant,Mediterranean Greek Italian,$31 to $50,Lunch - Monday - Friday (12 pm - 3 pm)Brunch - Saturday & Sunday (11:30 pm - 3 pm)Dinner - Monday - Saturday (5:30 - 10:30 pm) Sunday (5:30 - 10:00 pm)
252,105058,4.5,96,4.5,4.3,4.2,Moderate,Casual Dining,Greek Mediterranean Seafood,$31 to $50,Lunch Monday- Friday: 11:30 AM to 3:45 PM  BrunchSaturday- Sunday: 11:30 AM to 3:45 PMDinner Tuesday - Thursday: 4:00 PM to 11:00 PMFriday & Saturday: 4:00 PM to 11:30 PMSunday & Monday : 4:00 PM to 10:30 PM 
253,96670,4.4,95,4.4,4.2,4.1,Moderate,Casual Dining,Spanish,$31 to $50,Lunch: Daily: 11:30am - 3:45pm  Dinner: Sunday - Thursday:4:00pm - 11:00pm Friday - Saturday: 4:00pm - 11:30pm  Brunch: Saturday - Sunday: 11:30am - 3:45pm
254,2662,4.4,95,4.4,4.2,4.1,Moderate,Fine Dining,Italian,$31 to $50,Lunch: Monday - Friday: 11:30am - 3:00pm; Dinner: Monday - Sunday: 5:00pm - 10:30pm 
255,4630,4.6,96,4.6,4.6,4,Quiet,Fine Dining,Indian Asian,$31 to $50,Lunch: Monday - Sunday 12:00pm-3:00pm; Dinner: Monday - Sunday 5:00pm-10:30pm
256,104029,4.3,83,4.2,3.9,3.9,Moderate,Casual Dining,Italian,$30 and under,Daily Hours: Monday - Thursday:11:30am - 12:00am Friday - Saturday: 11:00am - 1:00am  Sunday 11:00am - 12:00 am
257,38155,4,75,4.3,4,4.1,Quiet,Fine Dining,Lebanese Middle Eastern Mediterranean,$31 to $50,Lunch: Sunday - Friday: 12:00pm - 3:00pm; Dinner: Sunday - Thursday: 5:00pm - 10:00pm Friday - Saturday: 5:00pm - 11:00pm 
258,45151,4.3,84,4,3.9,3.6,Moderate,Casual Dining,Japanese Sushi,$31 to $50,Lunch: Monday - Friday: 12:00pm - 2:30pm; Dinner: Monday - Thursday: 5:30pm - 10:00pm Friday - Saturday: 5:30pm - 10:30pm
259,31924,4.5,83,4.3,4.5,4.5,Quiet,Casual Elegant,Italian,$31 to $50,LUNCH Monday - Saturday: 11:45AM - 5:30PMDINNERMonday  - Saturday: 5:30PM - 10:00PMBRUNCHSunday: 11:45PM - 3:00PM 
260,94237,4.3,93,4.3,4.5,4.2,Moderate,Casual Dining,Steakhouse French Seafood,$30 and under,Lunch: Mon - Fri 11:30 am - 4:00 pmBrunch: Saturday - Sunday: 11:30 am - 4:00 pmDinner: Sunday - Thursday: 4:00pm - 11:00pmDinner: Friday - Saturday: 4:00 pm - 12:00 am
261,32710,4.2,82,4.1,4.2,4.1,Quiet,Casual Elegant,Contemporary French French Bistro,$31 to $50,Monday - Thursday: 12:00pm - 10:00pm; Friday: 12:00 pm to 10:30pm;Saturday: 11:00am to 10:30pm;Sunday: 11:00am - 10:00pm
262,14788,4.3,88,4.3,4.2,4.1,Moderate,Casual Dining,French Provencal,$30 and under,Dinner: Monday-Thursday: 5:00PM - 11:00PM           Friday-Saturday 5:00PM - 12:00AM           Sunday: 5:00PM - 10:00PMLunch: Monday-Friday: 11:30AM - 2:30PMLate lunch offered at the bar and terrace from 2:30PM - 5:00PMBrunch: Saturday and Sunday: 11:00AM - 3:30PMPlease note that we do not take requests or reservations for our outdoor terrace.
263,3297,4.4,86,4.4,4.4,4.4,Moderate,Casual Elegant,French,$31 to $50,BREAKFAST: Monday - Friday 7am - 11am Saturday and Sunday 8am - 11am SUNDAY BRUNCH: 11:45pm - 3pmLUNCH: Monday - Saturday 11:45pm - 3pmDINNER: Monday - Thursday 5:30pm - 11pm FridaySaturday & Sunday 5:00pm - 11pm
264,57439,3.9,82,3.9,3.8,3.9,Moderate,Casual Elegant,Italian,$31 to $50,Lunch: Monday - Friday: 12:00pm - 4:00pm; Dinner: Sunday - Thursday: 4:00pm - 11:00pm Friday - Saturday: 4:00pm - 11:30pm; Brunch: Saturday - Sunday: 11:00am - 4:00pm
265,50815,4.6,94,4.5,4.5,4.7,Quiet,Fine Dining,Italian,$31 to $50,BrunchSaturday: 11:30am  - 2:00pmSunday: 11:30am – 2:30pmLunchWednesday - Friday: 12 - 2pm DinnerSunday: 5:00 - 9:30pmMonday - Wednesday: 5:00pm - 10:30pmThrusday - Saturday: 5:00 – 11:00pm  
266,18784,4.1,86,4.1,4,4,Moderate,Casual Elegant,Seafood,$31 to $50,DINNER: Sunday - Wednesday 5pm - 10pm Thursday - Saturday 5pm - 11pm; BREAKFAST: 7am - 11am daily; CHOWDER BAR: 4pm to 11pm daily; HAPPY HOUR: Sunday - Thursday 4pm - 6pm & 9pm - close
267,98185,4.5,87,4.3,4.3,3.9,Moderate,Casual Dining,American,$30 and under,M-Th: 7:30 a.m. – midnightFri: 7:30 a.m. – 1 a.m.Sat: 9:00 a.m. – 1 a.m.Sun: 9:00 a.m. – midnight
268,34012,4.3,92,4.2,4.2,4.1,Moderate,Casual Elegant,Italian Vegetarian / Vegan,$31 to $50,Breakfast: Monday - Friday: 7:30 am - 11:15 am Lunch: Monday - Friday: 11:30 am - 4:00 pm; Dinner: Monday - Friday: 4:00 pm - 12:30 am Saturday 3:00 pm - 12:30 Sunday: 3:00 pm - 11:00 pm; Brunch: Saturday - Sunday: 9:00 am - 3:00 pm 
269,76567,4.7,97,4.7,4.3,4,Moderate,Casual Dining,Sushi Japanese,$30 and under,Monday - Saturday: Lunch 12pm - 2:30pmDinner 5:15pm-9:30pmSunday 5:15pm-9:15pm
270,54394,4.4,95,4.5,4.4,4.2,Moderate,Casual Elegant,French,$31 to $50,Lunch: Monday - Friday: 11:30am - 3:30pm; Dinner: Sunday - Thursday: 3:30pm - 10:30pm Friday - Saturday Dinner: 3:30pm - 11:00pm; Saturday and Sunday Brunch: 11:30am - 3:30pm
271,94759,4.1,80,4,3.9,4,Moderate,Casual Elegant,French American Mediterranean,$30 and under,Lunch:Monday - Friday - Open at 11am DailyDinner:Sunday - Wednesday - 5pm to 10pmThursday - Saturday - 5pm - MidnightBrunch:Saturday - 11am - 4pmSunday - 10am - 4pmBAR -Sunday - Wednesday - Midnight Thursday - Saturday - 2am* we feature a late night bar food menu until close every night
272,50524,4.3,91,4.3,4.2,4.2,Moderate,Casual Elegant,Seafood Sushi,$31 to $50,Sunday: 11:00am - 10:00pmMonday: 11:30am - 10:00pmTuesday - Thursday: 11:30am - 11:00pmFriday: 11:30am - 12:00amSaturday: 11:00am - 12:00am
273,65881,4.3,94,4.2,4.1,3.9,Moderate,Casual Dining,Mexican / Southwestern Contemporary Mexican,$30 and under,Lunch: Monday - Friday: 11:30am - 4:00pm Saturday - Sunday: 11:00am - 4:00pm; Dinner: Sunday - Thursday: 4:00pm - 11:00pm Friday - Saturday: 4:00pm - 12:00am; Brunch: Saturday - Sunday: 11:00am - 4:00pm
274,108490,4.2,93,4.3,4.2,4.1,Moderate,Casual Dining,French,$30 and under,Lunch: Monday - Saturday: 12:00 pm - 3:00 pm Sunday: 11:00am - 3:00pm; Dinner: Sunday - Thursday: 5:00 pm - 10:00 pm Friday - Saturday: 5:00 pm - 11:00 pm
275,398,4.3,93,4.3,4.2,4.2,Quiet,Fine Dining,Indian,$30 and under,Lunch: Monday - Saturday: 12:00pm - 3:00pm; Dinner: Monday - Saturday: 5:00pm - 10:30pm;Sunday: 5:00pm - 10:00pm
276,75583,4.4,100,4.3,4.2,4.2,Moderate,Casual Dining,Caribbean American Soul food,$30 and under,Dinner: Tuesday - Wednesday: 5:00pm - 11:00pm Thursday - Saturday: 5:00pm - 1:00am
277,103105,4.4,87,4.4,4.3,4.5,Moderate,Casual Dining,Italian Home cooking Dessert,$31 to $50,Dinner: Sun-Thu 4:30pm-10pm | Fri & Sat 4:30pm-11pmBrunch: Wed-Sun 11:30am-3pmDelivery: All open times until 30 mins before closing.
278,59518,4.4,95,4.4,4.3,4.2,Moderate,Casual Dining,Spanish Latin / Spanish Mediterranean,$30 and under,Monday-Thursday 12:00 pm to 11:00pm Friday 11:00am to 12:00amSaturday 9am to 12am Sunday 9:00am to 10:00pm
279,44623,4.1,94,4,4,3.6,Quiet,Casual Dining,Turkish,$30 and under,Lunch: Monday - Sunday: 10:30am - 4:00pm; Dinner: Monday - Sunday: 4:00pm - 10:30pm
280,61933,4.2,84,4.1,4.1,3.8,Moderate,Casual Elegant,American Latin / Spanish Burgers,$30 and under,"Lunch: Mon-Fri 11:00am-5:00pm
Brunch: Sat & Sun 10:00am-5:00pm
Dinner: Sunday - Thursday: 5:00pm - 11:00pm Friday - Saturday: 5:00pm - 12:00am; "
281,4578,4.4,85,4.3,4.3,4.6,Quiet,Casual Elegant,Contemporary American,$50 and over,BREAKFAST: 7:00am - 10:30am WEEKEND BRUNCH: Saturday & Sunday 11:45am - 2:00pmLUNCH: Monday - Friday 12:00pm - 2:00pm DINNER: Monday - Saturday 6:00pm - 10:00pm Sunday 6:00pm - 9:00pm.    
282,84841,4.5,94,4.6,4.4,4.3,Moderate,Casual Elegant,Organic Vegetarian / Vegan,$31 to $50,Lunch: Daily: 11:30am - 4:30 pm Dinner:  Monday thru Saturday: 4:30pm - 10:30pm Brunch: Satuday - Sunday: 11:30am - 4:00pm Sunday Dinner - 4:00pm - 930pm
283,6422,4.3,95,4.2,4.3,4.2,Moderate,Casual Dining,Italian,$30 and under,Lunch: 12:00pm-4:00pm EverydayDinner: Sunday - Thursday 4:00pm-10:00pm. Friday - Saturday 4:00pm-10:30pm
284,135634,4.2,89,4.1,4.1,4,Moderate,Casual Dining,Italian,$30 and under,"Lunch: Monday - Friday: 12:00pm - 4:00pm
Dinner: Monday - Sunday: 4:00pm - 11:00pm
Brunch: Saturday & Sunday: 11:00am - 4:00pm"
285,110293,4.2,81,4.1,4.1,3.9,Quiet,Casual Dining,Comfort Food American,$30 and under,Lunch: Monday: 12:00pm - 4:00pm Tuesday - Sunday: 11:30am - 4:00pm; Dinner: Sunday - Thursday: 5:30pm - 10:30pm Friday - Saturday: 5:30pm - 11:30pm; Breakfast: Monday - Friday: 8:00am - 4:00pm Saturday - Sunday: 9:00am - 4:00pm
286,73615,4.5,95,4.5,4.5,4.2,Moderate,Casual Elegant,French,$31 to $50,Dinner: Sunday: 5:00pm - 9:15pm Monday - Thursday: 5:00pm - 9:45pm Friday - Saturday: 5:00pm - 9:45pm 
287,129340,3.6,75,2.9,3.5,3.4,Quiet,Casual Elegant,Mediterranean Burgers Comfort Food,$31 to $50,Monday  - Wednesday  4 - 11Thursday   and Friday   Noon - MidnightSaturday                      10:00 am - MidnightSunday                        10:00 am - 11:00 pm
288,70681,4.2,85,4,4.2,4.2,Moderate,Casual Elegant,Contemporary Italian,$31 to $50, BRUNCHSaturday and Sunday:  11am–4:00pm LUNCHTuesday–Friday:  11:30am–2:30pmDINNERTuesday–Friday:  5pm -10:00pmSaturday:  5:30pm-10:00pmCLOSED MONDAY                                               
289,38431,4.4,94,4.5,4.4,4.2,Moderate,Casual Elegant,Italian,$31 to $50,Monday - Saturday: 12:00pm - 12:00am Sunday: 12:00pm - 11:00pm
290,140917,4.2,91,3.7,3.8,3.9,Moderate,Casual Elegant,Mediterranean Tapas / Small Plates Continental,$30 and under,Happy Hour: Saturday & Sunday 3-6pm $1 oysters with food/drink specialsHappy Hour: Monday -Friday 4:30-7pm  $1 oysters with food/drink specialsDinner: Sunday & Monday: 4:30pm - 10:00pmDinner: Tuesday-Thursday: 4:30pm-11pmDinner: Friday & Saturday: 4:30pm - 12:00amTuesday Live Jazz  8-11pm no coverWinesday Wednesday purchase wines by the glass from any bottle in our cellar!
291,81244,3.8,67,3.7,3.2,3,Moderate,Casual Dining,Italian,$30 and under,Breakfast: Daily: 7:00am - 11:00amLunch: Daily: 11:00am - 5:00pm  Dinner: Monday - Friday: 5:00pm - 12:00am Satuday - Sunday: 5:00pm - 1:00am  Brunch: Saturday - Sunday: 11:00am - 3:00pm  
292,63595,4.4,95,4.5,4.5,3.9,Quiet,Fine Dining,Indian,$30 and under,Lunch: Monday - Friday: 12:00pm - 3:00pm Saturday - Sunday: 12:00pm - 5:00pm; Dinner: Sunday - Thursday: 5:00pm - 10:30pm Friday - Saturday: 5:00pm - 11:00pm
293,58861,4.4,100,4.2,4.4,4.1,Moderate,Casual Dining,American Steak Sushi,$30 and under,Brunch: Saturday & Sunday 10:30am - 4:00pmDinner: Sunday - Thursday: 4:30pm - 11:00pm Friday: 4:30pm - 2:00am Saturday: 4:00pm -2:00am
