,id,overall_rating,recommended_to_a_friend,food,service,ambiance,noise_level,dining_style,cuisines,price_range,hours_of_operation
296,92605,4.5,87,4.4,4.5,4.5,Quiet,Casual Dining,Italian,$30 and under,Mon - Fri:11:30AM - 11:30PMSat:12:00PM - 12:00AMSun:12:00PM - 12:00AMSummer hoursSat 3:00PM - 12:00AMSun 1:00PM - 9:00PM
297,59257,,,,,,,,,,
298,59563,4.5,100,4.5,4.6,4.3,Moderate,Casual Elegant,Irish American Tapas / Small Plates,$30 and under,Monday - Sunday: 11:30am - 11:30pm
299,6075,4.1,67,4,3.7,3.6,Quiet,Casual Elegant,Indian,$30 and under,Lunch: Monday - Sunday: 11:30am-4:00pm; Dinner: Monday - Thursday Sunday: 4:00pm-10:30pm Friday & Saturday: 4:00pm-11:00pm
300,60622,4.4,95,4.3,4,4,Moderate,Casual Dining,American,$31 to $50,Breakfast: Monday through Friday 7:00AM to 11:00AM Lunch: Monday through Friday 11:30AM to 4:00PM Dinner: Monday through Friday:  5:00PM to 11:00PM Dinner: Saturday & Sunday: 5:00PM to 10:00PMBrunch: Saturday & Sunday 7:00AM to 4:00PM
301,95572,3.8,81,3.6,3.7,3.7,Moderate,,,,
302,107182,,,,,,,,,,
303,64336,4.4,93,4.2,4.2,4,Moderate,Home Style,Irish Contemporary American,$30 and under,Monday - Friday: 11:30am - 12:00am Saturday: 11:00am - 8:30pm
304,78115,4,100,3.8,3.6,3.4,Moderate,Casual Dining,Asian Fusion / Eclectic,$30 and under,Monday - Thursday: 11:00am - 11:00pm Friday: 11:00am - 11:30pm Saturday: 12:00pm - 11:30pm Sunday: 12:00pm - 11:00pm
305,65836,,,,,,,,,,
306,51208,4,71,4,3.6,3.7,Quiet,Casual Dining,Contemporary American,$30 and under,Breakfast6:30am - 11:00am Mon - Fri6:30am - 11:30am Sat - SunLunch11:30am - 2:00pm Mon - FriBrunch12:00pm - 2:00pm Sat - SunDinner5:00pm - 11:00pm Mon - SatLoungeLite fare available from 2:00pm - 5:00pm DailyFull lounge menu available from 5:00pm - 11:00pm Daily
307,112417,4.2,100,4.3,4.1,3.7,Quiet,Casual Dining,Pizzeria Italian,$30 and under,Monday - Saturday: 11:30am - 3:00pmMonday - Friday: 3:00pm - 9:00pmSaturday: 12:00pm - 10:00pm
308,52969,4.5,89,4.5,4.5,4.5,Quiet,Fine Dining,Contemporary European Italian French,$31 to $50,Breakfast: Monday - Sunday: 7:00am - 10:15amLunch: Monday - Friday: 12pm - 2:15pm Dinner: Monday - Thursday: 5:30pm - 10:00pm Friday - Saturday: 5:00pm - 10:00pm Sunday - 5:30pm - 9:00pmBar and Lounge are first come/first served
309,4042,4.5,93,4.5,4.6,4.3,Moderate,Casual Elegant,Italian Contemporary Italian Seafood,$31 to $50,Open daily:Monday thru Friday: 12pm - 10pmSaturday: 12pm - 10pmSunday: 12pm - 10pmClosed Thanksgiving and Christmas Day.
310,115957,4.4,94,4.4,4.3,4.1,Moderate,Casual Dining,Italian,$30 and under,Lunch: Monday-Friday 11:30am-3:30pmPizza Menu:  Monday-Friday 3:30pm-5pmDinner:  Sunday-Saturday 5pm-11pmBrunch:  Saturday and Sunday 2pm-5pm
311,139885,4.6,89,4.5,4.4,4.1,Moderate,Casual Dining,Mexican,$31 to $50,LunchMonday - Friday 11:30am - 3:00pmDinnerMonday - Thursday 4:00pm - 11:00pmFriday 4:00pm - 12:00amSaturday 5:00 - 12:00amSunday 5:00 - 10:00pmBrunchSaturday - Sunday 11:00am -4:00pm
312,10417,4.5,73,4.4,4.7,4.1,Quiet,Casual Elegant,Steakhouse Seafood,$50 and over,Lunch: Monday - Friday: 11:45am - 4:00pmDinner: Monday - Saturday 5:00pm - 10:30pm
313,108868,,,,,,,,,,
314,103495,3.9,86,4.1,3.9,3.5,Moderate,,,,
315,21577,4.5,86,4.5,4.4,4.3,Moderate,Fine Dining,Italian,$31 to $50,Lunch: Monday - Friday: 11:45am - 4:00pm; Dinner: Monday - Saturday: 4:00pm - 10:00pm
316,4035,4.6,88,4.5,4.4,4.3,Moderate,Casual Elegant,Japanese Fusion / Eclectic Sushi,$31 to $50,Breakfast: Daily: 7:00am - 11:00am; Lunch: Monday - Friday: 11:45am - 2:30pm; Dinner: Monday - Wednesday: 5:30pm - 11:00pm Thursday - Saturday 5:30pm - midnight Sunday 6:00pm - 10:00pm
317,68572,4.1,74,4,4.1,3.8,Moderate,Casual Elegant,American Contemporary American Continental,$31 to $50,Lunch: Monday - Friday: 11:30am - 4:00pm  Dinner: Sunday: 4:00pm - 10:00pm Monday - Saturday: 4:00pm - 10:30pm  Brunch: Saturday - Sunday: 11:00am - 3:00pm
318,102817,4.5,94,4.4,4.3,4.2,Moderate,Casual Dining,American,$30 and under,Breakfast: Monday-Friday: 7-10amBrunch: Saturday & Sunday: 11am-4pmLunch: Monday-Friday 11am-4pmDinner: Monday-Sunday 4-11pm
319,2792,4.4,90,4.4,4.4,4.2,Quiet,Casual Dining,Steak Steakhouse American,$31 to $50,Lunch: Monday - Friday 12:00pm-3:00pm; Dinner: Monday - Thursday 5:00pm-10:00pm; Friday & Saturday 4:00pm-10:00pm 
320,76810,4.3,91,4.3,4.3,4.2,Moderate,,,,
321,47467,4.6,86,4.7,4.5,4.4,Quiet,Casual Elegant,American Bistro Latin American,$30 and under,BreakfastMonday-Friday 6:30am-10:30amSaturday & Sunday 7am-11amDinnerMonday - Friday 5pm-10pm
322,110413,3.1,60,3.3,3.4,2.7,Moderate,,,,
323,117412,4.6,97,4.6,4.4,4.1,Quiet,,,,
324,100006,,,,,,,,,,
325,61585,,,,,,,,,,
326,34114,4.2,88,4.1,4.4,4.1,Moderate,Casual Dining,American International Gastro Pub,$30 and under,Lunch: Daily: 11:30am - 4:00pm; Dinner: Monday - Saturday: 4:00pm - 12:00am Sunday: 4:00pm - 11:00pm; ** Brunch: Saturday - Sunday**: 11:30am - 3:00pm**No Brunch being served Saturday or Sunday in December**
327,60298,4.3,89,4.3,3.9,3.7,Moderate,Casual Dining,Thai Vegetarian / Vegan,$30 and under,Lunch: Monday - Sunday: 11:30am - 4:00pm; Dinner: Sunday - Thursday: 4:00pm - 11:00pm Friday - Saturday: 4:00pm - 12:00am
328,141064,4.4,84,4,4,4.4,Moderate,Casual Dining,American,$30 and under,Monday through Friday starting at 4:30pm
329,149428,4.1,88,4,4.2,4.1,Moderate,,,,
330,38689,4.4,83,4.2,4.3,4.1,Moderate,Casual Elegant,American Steakhouse Contemporary American,$31 to $50,Monday - Friday: 11:30am - 10:00pm;  Saturday: 5:00pm - 10:00pm; Sunday: 5:00PM-9:00PM
331,78406,4.4,85,4.4,4.3,4.3,Moderate,,,,
332,301,4.7,93,4.6,4.6,4.7,Moderate,Fine Dining,American,$50 and over,Lunch: 12:00-2:30pm Monday-Friday  Dinner: 5:30-10:00pm Monday-Friday 5:30pm-11:00pm SaturdayUpstairs at '21': Dinner: 5:30-10:00pm Friday and Saturday DRESS CODE: No jeans or sneakers. Jackets are necessary for gentlemen. Kindly note that shorts and flip-flops are not permitted.
333,151969,,,,,,,,,,
334,45733,4,87,4.1,3.9,4.1,Moderate,Casual Dining,Mexican American,$30 and under,SUN-WED 11AM TO 1 am -  12am FOR APPETIZERSTHURSDAYS 11AM TO 2AM - 1AM FOR APETIZERSFRIDAYS - SATURDAYS 11AM TO 4AM - 2 AM FOR APPETIZERS
335,2508,4.8,93,4.8,4.8,4.6,Quiet,,,,
336,4524,4.6,86,4.6,4.5,4.4,Moderate,Casual Elegant,Japanese Sushi,$50 and over,
337,4254,3.6,78,3.6,3.6,3.6,Moderate,Casual Dining,American,$31 to $50,Murals on 54 Restaurant  (Breakfast)Monday to Friday: 6:30 am - 10:45amSaturday & Sunday: 7:00 am - 11:30 amRandolph's Bar & Lounge(Hours)Sunday to Monday: 12:00 pm - 1:00 am with last call seating at 12:30 am(Lunch)Sunday to Monday: 12:00 pm - 5:00 pm.(Dinner) Sunday to Monday: 5:00 pm - 11:00 pm.** Please note that Randolph's Bar & Lounge is on a first-come first-serve basis and does not accept lunch and dinner reservations.
338,3579,4.2,81,4.1,3.8,3.9,Moderate,Casual Elegant,Italian,$31 to $50,Breakfast :Daily: 7am - 11.30amLunch/Dinner: Daily: 11:30am - 11:00PMBrunch: Saturday & Sunday 11.30- 3.30
339,136114,4,93,4.1,4.2,3,Moderate,Casual Dining,Mexican,$30 and under,"
Saturday & Sunday: 11:30am - 3:30pm

Daily: 11:30am - 3:30pm

Sunday - Wednesday: 3:30pm - 10:30pm
Thursday - Saturday: 3:30pm - 11:30pm"
340,174,4.5,90,4.4,4.4,4.3,Quiet,Casual Dining,Greek Seafood Wine Bar,$31 to $50,Lunch: Monday - Friday: 12:00pm - 3:00pm; Brunch: Saturday and Sunday: 12:00pm - 3:00pm; Dinner: Monday-Friday 5:30 pm -11:00pm and Saturday-Sunday 5:00pm - 11:00pm.
341,139909,4,78,4.1,4,4.1,Moderate,Casual Elegant,Contemporary American Contemporary French / American Contemporary European,$31 to $50,Reservations: Monday - Wednesday 6:00pm - 11:00pmThursday - Saturday 6:00pm - 1:00amBar Hours:Monday- 5:30pm - 11:00pmTuesday- Saturday 5:30pm - 3:00amHappy Hour: Monday - Friday 5:30pm - 7:30pmLounge: Tuesday - Saturday 10:30pm - 4:00am
342,110224,4.6,85,4.5,4.4,4.3,Moderate,Fine Dining,Steakhouse Italian Steak,$31 to $50,
343,3466,3.8,83,3.9,3.8,3.7,Moderate,,,,
344,97834,,,,,,,,,,
345,68347,3.5,62,3.7,3.6,4.1,Moderate,Casual Dining,Mexican,$30 and under,Lunch: Monday - Sunday: 11:30am - 4:00pm; Dinner: Sunday - Thursday: 4:00pm - 12am Friday - Saturday: 4:00pm - 1:00am
346,3665,4.2,89,4.3,4.3,4.2,Moderate,Casual Dining,Italian,$31 to $50,"Lunch Daily: 12:00pm - 4:00pm; 
Dinner: Monday - Thursday: 4:00pm - 11:00pm;Sunday: 4:00pm - 11:00pm; Friday - Saturday: 4:00pm - 12:00pm"
347,109933,3.9,100,3.5,3.8,3.5,Moderate,Casual Dining,American Southwest,$30 and under,Monday - Sunday: 8:00am - 12:00am
348,5417,,,,,,,,,,
349,21748,4.4,96,4.3,4.4,4.2,Moderate,Casual Dining,Italian,$31 to $50,Lunch: Daily: 11:30am - 4:00pm; Dinner: Daily: 4:00pm - 11:00pm
350,87049,4.1,76,4,3.7,3.7,Moderate,Casual Dining,Japanese Sushi Steakhouse,$30 and under,Lunch: Monday - Friday: 11:30 am - 4:00 pm Saturday - Sunday: 12:00 pm - 3:00 pmDinner: Monday - Thursday: 4:00 pm - 11:00 pm Friday: 4:00 pm - 12:00 am  Saturday: 3:00 pm - 12:00 am Sunday: 3:00 pm - 11:00 pm
351,72295,4.3,89,4.3,4.2,4.1,Quiet,Casual Elegant,Italian,$30 and under,Tuesday - Saturday: 12:00pm - 12:00amSunday: 12:00pm - 11:00pmMonday: 12:00pm - 11:30pm
352,102586,3.5,71,3.5,3.7,3.4,Moderate,Casual Dining,American,$30 and under,"
Sunday - Wednesday: 5:30pm - 9:30pm
Thursday: 5:30pm - 10:30pm
Friday & Saturday: 5:30pm - 11:30pm"
353,75,4.6,88,4.6,4.6,4.6,Moderate,Casual Elegant,American,$31 to $50,Breakfast: Mon-Fri 6:30AM-11AM Sat-Sun 7AM-11:30AMLunch: Mon-Sat 12PM-3PMHappy Hour: Mon-Sun 3PM-5PMDinner: Mon-Sun 5PM-10:30PMLate Night: Tues-Sat 10:30PM-1AMBar: Tues-Sat 11AM-1AM Sun 12PM-12AM Mon 11AM-12AM
354,78136,4.2,100,4.1,4.4,3.4,Quiet,Casual Dining,Sushi Japanese,$30 and under,Monday - Friday: 4:00pm - 10:30pm; Saturday: 11:30am - 11:30pm Sunday: 12:00pm - 10:30pm
355,13693,4,84,4.1,4,4,Quiet,,,,
356,178,4.5,87,4.4,4.6,4.4,Moderate,Casual Elegant,Seafood Steak American,$31 to $50,Power Breakfast: Monday-Friday 7:30-10 amLunch: Monday - Friday 11:30-3 pm. Dinner: Monday-Saturday 5-10 pm. Sunday Closed except for some holidays.Raw Bar & Cafe Menu available continuously through the day.Pre-theater dining please allow a minimum of 90 minutes. 
357,2409,3.9,85,4,3.9,3.7,Moderate,,,,
358,67849,4.5,86,4.4,4.3,4.2,Moderate,Casual Dining,American Steak Seafood,$31 to $50,LunchMon - Sun: 11:00am - 3:00pmDinnerSun: 4:00pm - 10:00pmMon - Sat: 3:00pm - 11:00pmCocktailsFri & Sat: 11:00am - 12:00amSun: 11:00am - 11:00pm
359,6057,4.4,96,4.3,4.2,4.2,Moderate,Casual Elegant,American European,$31 to $50,Monday - Saturday 11:30 a.m. to 11:00p.m bar until 11:30 p.m.Sunday 12:00 p.m. to 7:00 p.m
360,33070,4.1,100,3.9,4.1,4.1,Moderate,Casual Elegant,Tapas / Small Plates,$30 and under,Monday: 4pm-12am Tuesday: 4pm-2am Wednesday: 4pm-2am Thursday: 4pm-2am Friday: 4pm-3:30am Saturday: 6pm-3:30am
361,102508,4.5,94,4.5,4.4,4.4,Moderate,Casual Elegant,Italian,$31 to $50,Lunch:Monday - Friday: 12:00pm - 2:30pmBrunch:Sunday: 11:30am - 2:30pmDinner: Monday - Thursday: 5:30pm - 10:00pmFriday - 5:30pm - 10:30pmSaturday - 4:00pm - 10:30pmSunday: 5:30pm -9:30pmMidday:2:30-5:30pm
362,42265,4.6,93,4.6,4.6,4.4,Moderate,Fine Dining,Steakhouse Steak Seafood,$50 and over,Lunch:  Mon- Fri: 11:30am - 4:00pmDinner:  Mon - Sat: 5:00pm - 12:00am Sun:  5:00pm - 10:00pm
363,28510,4.7,93,4.6,4.8,4.7,Quiet,Fine Dining,Italian,$50 and over,Dinner: Daily: 5:30pm - 10:45pm
364,5335,4.5,89,4.5,4.5,4.6,Moderate,Casual Elegant,Seafood Contemporary American Sushi,$31 to $50,Dining Room Lunch:Monday -Friday 11:30am - 3:00pmDining Room Dinner: Monday -Saturday 5:00pm - 10:00pmBar & Lounge:Our bar and lounge serve continuously throughout the day with a small food menu also available until close each day.
365,6145,4.6,94,4.7,5,4.7,Quiet,Fine Dining,Contemporary French French Seafood,$50 and over,Lunch: Monday - Saturday: 12:00pm - 3:00pmDinner: Monday - Saturday :5:00pm - 10:00pm Monday-Saturday: limited menu from 3:00pm-5:00pmSunday:12-4 pm Limited Menu 
366,22720,4.3,89,4,4.2,4.2,Quiet,Casual Elegant,French Steak Wine Bar,$31 to $50,Lunch: Monday - Friday: 11:30am - 4:00pm; Dinner: Daily: 5:00pm - 12:00am; Brunch: Saturday - Sunday: 11:00am - 4:00pm 
367,4567,4.5,90,4.5,4.7,4.4,Moderate,Casual Dining,American Steak Italian,$31 to $50,Lunch: Monday - Friday: 12:00pm - 4:00pmDinner: Monday - Saturday: 4:00pm - 11:00pm
368,5334,4.2,87,4.1,4.2,4.4,Moderate,Casual Dining,Contemporary American Steakhouse Burgers,$31 to $50,BREAKFASTMonday – Friday 7:30am – 10:30amLUNCHMonday - Friday 11:00am – 4:00pmDINNERMonday  – Thursday 4:00pm – 10:00pmFriday & Saturday 4:00pm – 11pmSundays 4:00pm - 9:00pmBRUNCHSaturday & Sunday 9:30am - 4:00pmHoliday Hours November 10th thru January 6thBREAKFASTMonday – Friday 7:30am – 10:30amLUNCHMonday - Friday 11:00am – 4:00pmDINNERSunday  – Thursday 4:00pm – 11:00pmFriday & Saturday 4:00pm – MidnightBRUNCHSaturday & Sunday 9:30am - 4:00pmRock Center Cafe is open 365 days a year. We hope to see you again soon.
369,29476,4.4,87,4.2,4.3,4.4,Moderate,Casual Elegant,Spanish Latin / Spanish Tapas / Small Plates,$31 to $50,TAPAS LOUNGEMonday - Friday 11:30 a.m. - 10:30 p.m.MAIN DINING ROOMLUNCH - Monday - Friday 11:30 a.m. - 3:00 p.m.DINNER - Monday - Friday 5:00 p.m. - 10:30 p.m. 
370,79384,4.3,88,4.2,4.1,4.1,Moderate,Casual Dining,American Steakhouse Burgers,$31 to $50,EXTENDED HOLIDAY HOURS BEGINNING ON 11/13!Mon – Wed 11 AM - 10 PMThurs – 11 AM – 11 PMFri - Sat 11 AM - 11 PMSun noon - 10 PM
371,4162,4.4,92,4.3,4.2,4.4,Moderate,Casual Elegant,French Seafood Prime Rib,$31 to $50,Sunday Brunch: 11:00am - 3:30pm Lunch: Monday - Friday: 11:30am - 3:00pm Saturday: 11:30am - 3:30pm Dinner: Monday - Saturday: 5:30pm - 11:00pm Sunday: 5:30pm - 10:30pm.
372,92383,4.2,79,4.2,4,4,Moderate,Fine Dining,Italian,$50 and over,LUNCH MON - SAT 11:30PM - 3:30PMDINNER MON - THU 5:00PM - 11:00PM FRI-SAT- 5:00PM-12:00SUN 4:00PM- 10:00PM
373,83155,4.2,70,4.2,4.1,4.2,Moderate,Fine Dining,Italian,$50 and over,Lunch: Daily: 11:30am - 5:00pm Dinner: Daily: 5:00pm - 12:00am
374,114091,4.4,90,4.2,4.2,4.3,Moderate,Casual Dining,Contemporary American Bar / Lounge / Bottle Service Afternoon Tea,$30 and under,Cafe SFA and The Terrace:Monday-Saturday 12 to 7:30pmSunday 12 to 6pm
375,105670,3.7,81,3.9,3.6,3.3,Moderate,,,,
376,72034,4,84,4,4,3.7,Moderate,,,,
377,16819,4.4,95,4.3,4,4,Moderate,Casual Dining,Mexican / Southwestern,$30 and under,Monday to Wednesday: 5:00pm - 10:00pmThursday: 5:00pm - 10:30pmFriday: 5:00pm - 11:30pmSaturday: 12:00pm - 11:30pmSunday 12:00pm - 9:30pm
378,91891,4.4,100,4.7,4.3,3.8,Quiet,Casual Dining,Afghan,$30 and under,"
Monday - Sunday: 1:00 PM - 5:00 PM

Monday - Saturday: 5:00 PM - 10:30 PM Sunday: 5:00 PM - 10:00 PM"
379,3574,4.5,88,4.4,4.5,4.5,Moderate,Casual Elegant,Italian,$31 to $50,Monday thru Thursday:  Noon-10:00pmFriday:   Noon-10:30pmSaturday:  4:00-10:30pmSunday:   4:00-9:30pm
380,63622,3.3,67,3.4,3.5,3,Moderate,,,,
381,38926,4.6,95,4.5,4.7,4.5,Quiet,Fine Dining,Italian,$31 to $50,Lunch: Daily: 12:00pm - 3:00pm PRIX FIXE LUNCH:Two Courses $30 and Three Courses $38 ; Dinner: Daily: 5:00pm - 11:00pm 
382,92587,,,,,,,,,,
383,38362,4.3,90,4.1,4.3,4,Moderate,Fine Dining,Italian,$31 to $50,Lunch and Dinner: Monday - Saturday: 12:00pm - 12:00am Sunday: 12:00pm - 11:00pm
384,71884,4.2,82,3.9,4.2,4.1,Quiet,Fine Dining,Italian,$30 and under,"
Monday - Saturday: 12:00pm - 3:00pm

Monday - Saturday: 5:00pm - 11:00pm
"
385,66493,4.3,96,4.1,4.3,3.7,Moderate,Casual Dining,American Contemporary American Burgers,$30 and under,Lunch: Monday - Friday: 11:00am - 4:00pm; Dinner: Daily: 5:00pm - 11:00pm; Brunch: Saturday - Sunday: 9:00am - 4:00pm
386,109054,,,,,,,,,,
387,42829,4.6,94,4.6,4.5,4.2,Moderate,Casual Elegant,Persian Mediterranean,$30 and under,"Monday - Thursday:12:00 Noon -11:00pmFriday- Saturday: 12:00 Noon -11:30 PMSunday:12:00 Noon- 11:00 PM
"
388,33595,4.5,88,4.4,4.2,4.3,Moderate,Casual Elegant,Contemporary American Global International Tapas / Small Plates,$30 and under,Dinner service begins at 5pm daily with the kitchen open until 1am Friday and Saturday 12am Tuesday through Thursday and 11pm Sunday and Monday.Lunch on Fridays 12pm-3:30pm.Brunch on Saturdays and Sundays 11:30am-4pm.
389,31639,4.2,97,4.3,4.4,3.7,Moderate,,,,
390,35173,4.2,87,4.3,4,3.9,Moderate,Casual Dining,Turkish Mediterranean,$30 and under,Lunch: Daily: 11:00am - 4:00pm; Dinner: Sunday - Thursday: 4:00pm - 11:00pm Friday - Saturday: 4:00pm - 12:00am
391,93436,4.5,89,4.4,4.4,4.4,Moderate,Fine Dining,Steakhouse Sushi Steak,$50 and over,Dinner: Sunday - Monday: 4:00pm - 10:00pmTuesday - Saturday: 4:00pm - 11:00pm
392,25168,4.2,83,4.1,4.3,4.1,Quiet,Casual Dining,Italian,$31 to $50,Lunch: Daily: 12:00pm - 3:00pm; Dinner: Daily: 5:00pm - 11:30pm
393,84532,4.4,95,4.3,4.2,4.2,Moderate,Casual Elegant,Italian,$30 and under,Lunch: Monday - Friday: 12:00pm - 3:30pm  Dinner: Daily: 4:00pm - 1!:00pm  Brunch: Saturday - Sunday: 11:30am - 3:30pm
394,104242,4,100,4.2,4.3,3.8,Moderate,Casual Dining,Barbecue Comfort Food Burgers,$30 and under,Sunday though Thursday 11:30 to MidnightFriday and Saturday 11:30 to 1:00 AMWe serve straight through lunch and dinner. 
395,29134,4.2,79,4,4,4,Moderate,Casual Elegant,Italian Contemporary Italian Home cooking,$30 and under,LUNCH:MON - FRI11:30AM - 4:30PMDINNER:MON - THUR5:00PM - 10:00PMFRI - SAT5:00PM - 11:00PMSUN5:00PM - 9:00PMBRUNCH:SAT & SUN10:00AM - 4:00PM
396,5656,3.7,80,4,3.5,3.7,Moderate,,,,
397,144265,4.4,92,4.4,4.6,4.2,Quiet,Casual Elegant,French French American Fusion / Eclectic,$30 and under,Brunch: Saturday - Sunday: 12:00am - 3:00pmLunch: Monday - Sunday: 12:00pm - 3:00pm  Dinner: Monday - Saturday: 5:00pm - 10:00pm 3pm Sunday: 5:00pm - 10:00pm dinner reservations are a must for your open table menu
398,81,,,,,,,,,,
399,1049,4.3,90,4.2,4.3,4.1,Quiet,Casual Elegant,Indian,$31 to $50,Lunch: Monday –Thursday: 11:30am - 2:45pm Friday – Saturday: 11:30am - 2:45pm; Dinner: Monday – Thursday: 5:30pm - 10:45pm Friday - Saturday: 5:30pm - 11:15pm Sunday: 5:30pm – 10:45pm
400,63442,3.9,87,3.9,3.7,3.5,Moderate,,,,
401,106720,4.6,93,4.6,4.6,4.4,Moderate,Casual Elegant,Italian,$31 to $50,Lunch: Monday - Friday: 11:30am - 5:30pm; Dinner: Monday - Friday: 5:30pm - 11:00pm Saturday: 5:00pm - 11:00pm
402,6585,4.5,88,4.5,4.6,4.2,Quiet,Fine Dining,Italian,$31 to $50,Lunch: Monday - Saturday 11:30am-3:00pm; Dinner: Monday - Saturday 3:00pm-10:30pm
403,18622,4.2,81,4.2,4.2,4,Moderate,Casual Elegant,Mediterranean Greek Italian,$31 to $50,Lunch - Monday - Friday (12 pm - 3 pm)Brunch - Saturday & Sunday (11:30 pm - 3 pm)Dinner - Monday - Saturday (5:30 - 10:30 pm) Sunday (5:30 - 10:00 pm)
404,105058,4.5,96,4.5,4.3,4.2,Moderate,Casual Dining,Greek Mediterranean Seafood,$31 to $50,Lunch Monday- Friday: 11:30 AM to 3:45 PM  BrunchSaturday- Sunday: 11:30 AM to 3:45 PMDinner Tuesday - Thursday: 4:00 PM to 11:00 PMFriday & Saturday: 4:00 PM to 11:30 PMSunday & Monday : 4:00 PM to 10:30 PM 
405,96670,4.4,95,4.4,4.2,4.1,Moderate,Casual Dining,Spanish,$31 to $50,Lunch: Daily: 11:30am - 3:45pm  Dinner: Sunday - Thursday:4:00pm - 11:00pm Friday - Saturday: 4:00pm - 11:30pm  Brunch: Saturday - Sunday: 11:30am - 3:45pm
406,2662,4.4,95,4.4,4.2,4.1,Moderate,Fine Dining,Italian,$31 to $50,Lunch: Monday - Friday: 11:30am - 3:00pm; Dinner: Monday - Sunday: 5:00pm - 10:30pm 
407,79909,,,,,,,,,,
408,4630,4.6,96,4.6,4.6,4,Quiet,Fine Dining,Indian Asian,$31 to $50,Lunch: Monday - Sunday 12:00pm-3:00pm; Dinner: Monday - Sunday 5:00pm-10:30pm
409,84664,,,,,,,,,,
410,104029,4.3,83,4.2,3.9,3.9,Moderate,Casual Dining,Italian,$30 and under,Daily Hours: Monday - Thursday:11:30am - 12:00am Friday - Saturday: 11:00am - 1:00am  Sunday 11:00am - 12:00 am
411,38155,4,75,4.3,4,4.1,Quiet,Fine Dining,Lebanese Middle Eastern Mediterranean,$31 to $50,Lunch: Sunday - Friday: 12:00pm - 3:00pm; Dinner: Sunday - Thursday: 5:00pm - 10:00pm Friday - Saturday: 5:00pm - 11:00pm 
412,45151,4.3,84,4,3.9,3.6,Moderate,Casual Dining,Japanese Sushi,$31 to $50,Lunch: Monday - Friday: 12:00pm - 2:30pm; Dinner: Monday - Thursday: 5:30pm - 10:00pm Friday - Saturday: 5:30pm - 10:30pm
413,5533,4,80,4.1,3.8,4,Moderate,,,,
414,6666,3.9,88,4.1,3.9,3.7,Moderate,,,,
415,31924,4.5,83,4.3,4.5,4.5,Quiet,Casual Elegant,Italian,$31 to $50,LUNCH Monday - Saturday: 11:45AM - 5:30PMDINNERMonday  - Saturday: 5:30PM - 10:00PMBRUNCHSunday: 11:45PM - 3:00PM 
416,74353,,,,,,,,,,
417,94237,4.3,93,4.3,4.5,4.2,Moderate,Casual Dining,Steakhouse French Seafood,$30 and under,Lunch: Mon - Fri 11:30 am - 4:00 pmBrunch: Saturday - Sunday: 11:30 am - 4:00 pmDinner: Sunday - Thursday: 4:00pm - 11:00pmDinner: Friday - Saturday: 4:00 pm - 12:00 am
418,152509,,,,,,,,,,
419,82501,3.8,77,3.8,3.8,4.1,Moderate,,,,
420,32710,4.2,82,4.1,4.2,4.1,Quiet,Casual Elegant,Contemporary French French Bistro,$31 to $50,Monday - Thursday: 12:00pm - 10:00pm; Friday: 12:00 pm to 10:30pm;Saturday: 11:00am to 10:30pm;Sunday: 11:00am - 10:00pm
421,64942,4,91,4,4,3.7,Moderate,,,,
422,14788,4.3,88,4.3,4.2,4.1,Moderate,Casual Dining,French Provencal,$30 and under,Dinner: Monday-Thursday: 5:00PM - 11:00PM           Friday-Saturday 5:00PM - 12:00AM           Sunday: 5:00PM - 10:00PMLunch: Monday-Friday: 11:30AM - 2:30PMLate lunch offered at the bar and terrace from 2:30PM - 5:00PMBrunch: Saturday and Sunday: 11:00AM - 3:30PMPlease note that we do not take requests or reservations for our outdoor terrace.
423,3297,4.4,86,4.4,4.4,4.4,Moderate,Casual Elegant,French,$31 to $50,BREAKFAST: Monday - Friday 7am - 11am Saturday and Sunday 8am - 11am SUNDAY BRUNCH: 11:45pm - 3pmLUNCH: Monday - Saturday 11:45pm - 3pmDINNER: Monday - Thursday 5:30pm - 11pm FridaySaturday & Sunday 5:00pm - 11pm
424,57439,3.9,82,3.9,3.8,3.9,Moderate,Casual Elegant,Italian,$31 to $50,Lunch: Monday - Friday: 12:00pm - 4:00pm; Dinner: Sunday - Thursday: 4:00pm - 11:00pm Friday - Saturday: 4:00pm - 11:30pm; Brunch: Saturday - Sunday: 11:00am - 4:00pm
425,106270,,,,,,,,,,
426,50815,4.6,94,4.5,4.5,4.7,Quiet,Fine Dining,Italian,$31 to $50,BrunchSaturday: 11:30am  - 2:00pmSunday: 11:30am – 2:30pmLunchWednesday - Friday: 12 - 2pm DinnerSunday: 5:00 - 9:30pmMonday - Wednesday: 5:00pm - 10:30pmThrusday - Saturday: 5:00 – 11:00pm  
427,18784,4.1,86,4.1,4,4,Moderate,Casual Elegant,Seafood,$31 to $50,DINNER: Sunday - Wednesday 5pm - 10pm Thursday - Saturday 5pm - 11pm; BREAKFAST: 7am - 11am daily; CHOWDER BAR: 4pm to 11pm daily; HAPPY HOUR: Sunday - Thursday 4pm - 6pm & 9pm - close
428,98185,4.5,87,4.3,4.3,3.9,Moderate,Casual Dining,American,$30 and under,M-Th: 7:30 a.m. – midnightFri: 7:30 a.m. – 1 a.m.Sat: 9:00 a.m. – 1 a.m.Sun: 9:00 a.m. – midnight
